N,alpha,beta,gamma
4.254066381369301,1.1599942565514545,1.9782348722768412,2.068811235275549
6.7974965637928095,1.3616336000717884,2.2234242506601696,2.048473553050574
1.863391292299566,0.7548545726958672,1.534904596653832,2.134044215926064
2.9275207066766407,0.9861676852141998,1.768255923115916,2.098293986506161
2.929310379740656,0.9927414055057827,1.7497223984817403,2.105177768509525
2.1228396000352285,0.797730568918514,1.688161289624339,2.100070643961511
5.731295531381956,1.2453525182791525,2.216814505963205,2.0357981798841362
7.136813992120355,1.3989464224006916,2.2665755459510115,2.0349169407218968
3.5308534151161037,1.054729749000195,1.8204089665257446,2.112422091728702
4.439862436823948,1.1700899048284938,2.0278554263900013,2.0492126878191934
2.6295050788653667,0.88950293048252,1.746187038290744,2.1177750571805043
3.2534638588736726,1.035062700024041,1.8294670505247277,2.0842939573087795
2.703271339318657,0.9259136553251697,1.732361733412819,2.109917847729264
3.2728511066834414,1.0368322511619683,1.80557325532385,2.107627408418803
3.0954928912857875,0.9802193808857222,1.8869110983696247,2.0735859934299032
3.4527039849351895,1.0488798730760918,1.8606912147784298,2.0821290017305203
4.728260382945934,1.1926211375299396,2.014852614338839,2.078424180852109
4.051360609443105,1.1110850486530635,1.9476435695899756,2.088339130248642
3.349670310978413,1.0405508827824235,1.781972425962166,2.114503918031638
2.2185278754937374,0.8552857853111246,1.6083409725075701,2.120798478844495
1.7218538911411019,0.7110211696858388,1.531858028847511,2.124381219490646
3.948691063030491,1.093268098464037,1.9101320899099214,2.0917488775297675
2.786969231303563,0.9572139250627576,1.7158667780461883,2.1223408235259518
2.5842324705175432,0.9109597899568123,1.7619369542277945,2.086981499409977
3.032135194053126,0.9833110145486212,1.800686386676709,2.0980822502083885
1.5420722804377247,0.6587338486568971,1.4758226157183012,2.1337325204576083
3.9711373348447645,1.1148345539920745,1.884975737331564,2.0955321239833915
3.2371309868057647,1.018862434560761,1.7915976857054503,2.103748349904535
4.2926261513408726,1.163283522992342,1.9374132274717228,2.0881337238501607
6.636787037567969,1.3623756510404539,2.217533899991854,2.04063432517696
2.8451887352381817,0.9690275775999733,1.756611920599294,2.091093319100735
2.745248879414511,0.9319152826760962,1.7964040391349771,2.0869556329188987
4.0178711638676345,1.1089187322291099,1.9527724986935355,2.0726945398455596
4.0123386220671895,1.1584943029524901,1.8808079157694888,2.0927452072926225
4.020442985783247,1.1224999503747723,1.880082465089259,2.100363649390176
4.24459784098092,1.175925911342113,1.8879725164619467,2.097681675972541
2.030820753886762,0.8082771438649885,1.5754179635001329,2.1324477753341498
3.1661710376630676,1.01299548672641,1.7859621154968934,2.1052141793492205
4.140697418533672,1.1143234185583637,1.9991416782528397,2.074129899958324
4.6461812471427955,1.2070312956669005,1.9608714593873284,2.082221224596572
4.558374164765534,1.1649883002988917,2.071778309667071,2.054979435508556
2.6100217701107407,0.9161297159517992,1.719344966871824,2.108704904821645
3.3233645764729975,1.0284802888220645,1.767665903690067,2.1280024007822314
5.585136435677182,1.258477573242944,2.140017952272908,2.0581833364305835
3.2439262301929377,1.0355207937249316,1.7640168848181959,2.1143066629137386
2.8330464473822916,0.9263724290339423,1.8327972478488068,2.078647295999502
3.254310459655112,1.0491038387864662,1.7382980511909345,2.122925639138427
2.7736214201605858,0.9311055046893518,1.7735862237723712,2.0962197576616592
2.186124063031203,0.8381859816293207,1.6334706921396596,2.112071390584176
3.612334228570221,1.0428126183221207,1.9415731149371451,2.0676038828543533
3.1553424541954853,1.0220393857962535,1.7779887037926507,2.1091381412331414
4.045257438044582,1.1127796049060346,1.9628974930042613,2.0730811727749408
2.914433038328256,0.9545189786005923,1.8362594484047001,2.07512739914952
2.464106140685896,0.8804064917372229,1.6731105738425536,2.124903541018719
3.6055298509104774,1.0592749849581267,1.910848185726908,2.090541992510768
4.736250587344284,1.1925536152258913,2.059595727541646,2.0617716595153155
2.6301818463422157,0.9285338133177642,1.6818735144515167,2.116166207105589
3.3948247542801875,1.0300250236407507,1.859437648427077,2.092078639799233
2.8631809321520216,0.9677716217391625,1.7410192022990618,2.1166589708836683
2.576193360589083,0.9053688937272324,1.6887391837414885,2.126541114132729
3.0311262807972796,0.9998960655881759,1.7455503005593653,2.110416289273068
2.535496981635634,0.8837752492462199,1.7685073754512004,2.0940920406983
3.9199737162641846,1.119867752349426,1.900224743644526,2.0952441035929077
6.022852482049808,1.3277363376156799,2.1556750187361007,2.0499300537667087
2.111330052819493,0.790264963413851,1.6429125940707414,2.1224659032057183
6.261854737475175,1.3271749763295453,2.153296574328326,2.050906674263245
4.419380320925989,1.1586723725844603,1.9785296130976433,2.081991048244057
1.924935148121705,0.7771002419877259,1.5682565059091123,2.1244212552634183
3.0973434732591203,1.023026421336685,1.744316629601185,2.1236146551980633
4.056491950217767,1.116482995886819,1.9555810497729313,2.0794863285766114
1.9787121566274355,0.7929135972241933,1.569088169745325,2.127398900042925
2.202192731009857,0.8458073393955636,1.6394843920427196,2.1254976960547456
5.2948191741347,1.2343461716052946,2.1437441795925807,2.0489980441180604
2.734023694839446,0.9626978050532071,1.6739939771718118,2.1194027128012647
2.5639934777977857,0.9197244204815938,1.6917369409667222,2.1154617656722494
4.694244500707099,1.1734365957815496,2.0781076062404735,2.0564458296963575
2.6462152921964877,0.925869254209249,1.7480249665563319,2.1007352822860055
3.266591932750781,1.0190970165435542,1.853383429951578,2.078050782052002
3.2510365670713446,1.0643575312668978,1.7520960909181635,2.1027852297744105
3.7641228097854964,1.0711883850453816,1.9436420107665302,2.0733428589889913
3.8426521846047947,1.1093481600460149,1.8400920444807465,2.1107077056839256
2.9371004697662664,0.9287014811209033,1.8921918145291134,2.0693329806161227
2.1502655248438196,0.8341768851103752,1.6158220408639867,2.117156204416669
2.9062413592384013,1.0001090744061467,1.706832354277911,2.114353382085075
1.9259649890405033,0.8049945032013874,1.521946233602142,2.137896688297484
2.127074668031231,0.8390488412519086,1.5778001561490953,2.1283445281355373
3.3524740795958694,1.0506040940761265,1.7449285134011336,2.1226911133037967
5.013325170659938,1.2190644910951298,2.0626796533546012,2.059211012041105
4.650471450426906,1.227275240757953,1.8981161774273183,2.0959455493952284
1.9335780913501333,0.785008547735474,1.5270397088621877,2.1494393595213928
5.3995798506657735,1.2329697609413328,2.123884115958596,2.05520989881864
2.574969878463152,0.9281488332555073,1.7097934181344872,2.1069290818690267
2.7105549819197936,0.9277254997762472,1.7190354608172236,2.117435549032441
4.995926931221661,1.2323550165949757,2.0360313986093,2.078053334703654
2.0199161130245122,0.7833477603971211,1.599856469716567,2.1205432303447482
3.35977857968012,1.0455464259230878,1.8205264742686647,2.0935065082154387
2.77708148496192,0.9410355289767919,1.7294212839256276,2.106254030464369
4.78176561855631,1.1982958026546335,2.029216473859514,2.0782150350974606
3.9824494300773634,1.1133815628105006,1.9383833073068466,2.078790483687632
2.9050857502107865,0.9517207333178044,1.810579004964706,2.0919606006894367
7.274229960299533,1.4149233910524686,2.184457683103428,2.057814693095122
2.151440443325009,0.802610726283601,1.6251019523105064,2.133102925900293
2.44519604670039,0.8582996143369751,1.7296746187274712,2.1008136786097165
2.493825844115283,0.9140091455745291,1.6656883799033633,2.1181270223756363
4.918524505336117,1.2288227546648152,1.9579768061560274,2.0933210040327306
3.0702680315526742,1.0099525413524613,1.767132738652537,2.1097375540464762
6.871237047556486,1.3698534608206818,2.210824907112602,2.0555906421191064
2.3877085223313452,0.881828053799587,1.6165044399987663,2.136537463826823
2.7043744640126928,0.9344805349231371,1.7550751713237431,2.0944087659963024
3.5791274283320855,1.043751454192336,1.9256671541896622,2.0760974281768143
1.997358957127787,0.7794267241320169,1.608422725611233,2.120225438906723
2.553197839436902,0.9357214611467833,1.6361395921894772,2.126473162742306
3.2360286331863293,1.0338736607679198,1.724557689672756,2.128068554109597
1.353689142764312,0.6040393472720534,1.385053170749475,2.1572930422057106
3.264824608956787,1.0247188125972704,1.8150053862398223,2.092618028074026
4.1945624237417505,1.1339200297780632,1.929720068921155,2.093103656556805
2.1676371865708535,0.8603817325153147,1.5464188295285852,2.1479860212026995
3.9867812870949506,1.1152376883881627,1.959399039652571,2.07431794147389
2.1173375561082666,0.801448390037853,1.6821291509970957,2.1071155915353774
6.415680632133636,1.3069913511180014,2.2594764149312145,2.030120382510098
2.8142015022028826,0.9382406302215077,1.7651709391090131,2.1092364448435137
2.98443673594874,0.9839320359958147,1.7208858552851911,2.1219814641112453
3.6761740607210167,1.1006006137924327,1.8760052215969865,2.086306560548266
1.6175637731434531,0.6763364308094377,1.4983422842299643,2.129550190522892
2.2241142725618133,0.8581989877708609,1.557396837347177,2.1509563108335845
2.5613415991533124,0.9175909536821876,1.6313341269891701,2.1406419839427397
2.352082990045116,0.8595020695601836,1.7014442006133104,2.1011669220878373
2.6214355445801454,0.9084825226315364,1.690899945139871,2.117803337635178
2.2909191862575335,0.8456449638644505,1.6778475199547278,2.11024518804285
2.824153203932586,0.9778816302037224,1.7004815863556675,2.122181067208628
2.8061958167733487,0.9824058083225025,1.6674368779960564,2.124805790267732
3.4934308890534678,1.1021780673897863,1.7568341583129659,2.1120815648396936
4.148881117048995,1.134230762786975,1.9306656124647774,2.0890584246954416
1.9235785185961924,0.8053840770707603,1.5364128796050884,2.1356463892248705
1.8464383055634344,0.773275590315885,1.5011390091154782,2.139229936494183
5.13764699663411,1.2226285659730398,2.046817470474747,2.0838355276392617
1.962226980830598,0.7916506511003687,1.559563018525812,2.128056809204402
1.8818954250104512,0.7612524067535802,1.579661860965608,2.116211484528362
3.4317568557054874,1.0641290653720312,1.7846055636934446,2.11350282168557
3.0677875564753023,1.003170841834731,1.7214090011383056,2.1218963021924204
5.305709394580686,1.2817139655195118,1.9734680705580578,2.0996032356149588
3.274071041706951,1.0086952280287258,1.865293496112863,2.0826301667259637
3.0870149389075245,1.0244766386291115,1.7417630761861769,2.109013714186486
2.4426612431483745,0.8775150861990294,1.7049090991169384,2.107660932150882
4.538638663758422,1.1947878114646884,1.9671884990426827,2.0690753302252856
3.620872893410609,1.0825045533775273,1.866463879980848,2.092497256001512
2.3475616904155676,0.8735199553142966,1.6512791643915987,2.115170287805616
3.029088735924532,1.0034127441253204,1.7335171215064251,2.126593175136342
2.7010019400392293,0.9634304167704156,1.6889939045380522,2.110928036563067
3.9808345363072593,1.0881012229482399,1.9893069440339368,2.067842960356094
2.9176509397093864,0.9831138195293936,1.7779706694310757,2.0997805289723694
2.531255695991363,0.8813883911704642,1.7325136713406053,2.1165068644432172
3.1838943243587834,1.00007222552802,1.8121727775022398,2.1127996754200153
2.5121426810035055,0.9160515557377042,1.5930419596036192,2.1434982393151407
3.4043245860950737,1.0274372529750575,1.8976775649176403,2.073179961105252
3.8349060255340204,1.1386501099370763,1.8594954157067791,2.083611836404684
2.1794331945551555,0.8077612033720055,1.6718428091676478,2.119201410890077
2.1952508599114107,0.8223308106317433,1.66027785825182,2.1092421084459723
2.848131222607661,0.9419016858599917,1.7537647506678944,2.107846304621129
3.3593113796295224,1.0811003970392188,1.762130295488041,2.107230478849707
3.4342185281126345,1.0526819061674548,1.8705958421254671,2.0828708367503164
2.2098427590811345,0.8494881527933874,1.6469814777630774,2.111020790097783
1.4826178989042393,0.6412641741978942,1.4173166685048895,2.1603821997568895
3.405575148474131,1.0599347289506476,1.79703783137358,2.1056321862928487
2.688356262747809,0.9317444738303585,1.7208875282782201,2.1071272780858945
1.9912853657741778,0.8094364461534636,1.514828446267577,2.1539591247085172
2.294377628571101,0.8624702309825462,1.661940806455241,2.1064731971919524
2.809272683824827,0.9355572251125572,1.8076379507174087,2.0976429175464846
3.8569909623575795,1.1396544335397334,1.7971886905796548,2.121605145617807
2.0506711845660894,0.8367131713234099,1.5337745856043756,2.1438324305854364
2.8571880923884456,0.9707357048800045,1.7268701700379567,2.114753485580672
4.656973820208408,1.1715461441899533,2.0416349303082506,2.065254795636746
3.085865807234738,0.9802211522736015,1.8424121958058355,2.083818396506632
3.6891942136440226,1.0382662129110851,1.9535819844884494,2.06497860844852
5.0845984801815165,1.2100814679547083,2.1073106372456,2.066623674256947
3.023031179471322,0.9927791800823819,1.7831083915258477,2.105705013869187
4.744893980348487,1.1700204545645858,2.078834824792937,2.0650815609961164
2.7266326487758903,0.9543587385309675,1.6723253735887573,2.134186767382467
3.4759455776945374,1.0595157261772894,1.8230267497093517,2.1059616520756133
1.7318250297564908,0.7208539547646163,1.5046470704537627,2.1452625773520935
4.139901067991641,1.1118801113585435,2.00469401830448,2.069554529839725
2.4673080277515766,0.8791037859270012,1.7654206500951009,2.0796158163316907
3.3130080508119923,1.027902842373432,1.855721676628995,2.0843762520543505
4.161039184404337,1.0900342382979147,2.0515169508437223,2.060305646701483
4.012720388494287,1.0978746431679653,2.00515645496195,2.060133642995388
1.907609422931119,0.7930245930449519,1.526728319012333,2.1341176315075607
4.311278900472623,1.1714433525482009,1.968010280445716,2.072265073521654
1.966391579324695,0.7816835301391575,1.5737778845836352,2.1324845909380743
1.3988060761503138,0.6148713891003851,1.4588336913066304,2.139671216706217
4.269124147232775,1.1299982570251565,1.9878744877685124,2.0789092561055167
4.28084309408419,1.1649499296152503,1.9053868764113837,2.0956124707499604
3.7672592748193146,1.1023981310027764,1.8420144737827255,2.104138506632469
3.7292989507652092,1.0708883653680124,1.9310210346249297,2.0758307840576276
3.2548035902251304,1.0204434568860536,1.8382130765125333,2.0991429607776597
4.947259167022892,1.2050038468326891,2.0901996022297817,2.0590846663300333
2.6990209215285774,0.942159134868547,1.68331839032057,2.1232300574775653
4.954754052854172,1.2249938818994326,2.0276292020806523,2.073261643694832
4.4918628310439725,1.1725477326973575,1.98613240846979,2.0710569031430026
3.0510836219488198,1.0189842356696017,1.7064959589280286,2.1243143025547617
2.0508625132362734,0.7953442179263551,1.6070085965666794,2.1272388142177303
2.315679547873383,0.8580590276235739,1.635495767965483,2.1203030965004923
5.279236502827462,1.2557954693658642,2.092301740624699,2.0588714147849485
3.8579715937233696,1.0702738487032346,1.9760369214885063,2.0748781180738773
4.874972059002175,1.1848600165822265,2.1416673052225224,2.030340100506272
5.971928203547827,1.300322215959253,2.1686855089915644,2.0487931931249257
5.344769466722838,1.2378674893128725,2.082830478205084,2.0675442951734335
3.507714503829059,1.023421208345412,1.9467964771772488,2.073597033109106
3.69417978024508,1.08591076276036,1.9066345896742365,2.0690994993940257
4.274258416931778,1.1564225520388494,1.9237096936241722,2.09894536203224
3.545814896956409,1.0465736827719503,1.8455479278417284,2.110466415733557
3.920576473823738,1.0951040297501606,1.9154530809226074,2.088019540187405
3.901094890983145,1.0883255225072483,1.9241410305650375,2.0899568455795783
2.81887835977242,0.9674120869527106,1.7173353897627859,2.1140861366267063
3.6612499771655327,1.0701862193059122,1.8960837487912032,2.0876820241664777
2.0320190531798032,0.8110648904122605,1.5672222203582344,2.1277672659483233
1.9662128669305152,0.8029583765825219,1.5881110122220488,2.1233718482844974
2.6895572763780717,0.9155326177724173,1.7821042725984213,2.0948219484060284
2.6567260979740737,0.9309298452837894,1.7294578879324836,2.1029166722232637
5.038407290893648,1.2263170864173365,2.0683035160320675,2.054679818099104
1.737673974841019,0.7180481900988003,1.524737066730158,2.1352767153643084
2.5952654519673577,0.9352523547182655,1.653901811200193,2.125912198110903
2.919179967651361,0.9522016607656281,1.8075084038971547,2.0864031538454855
2.8802082288542334,0.9684054413730243,1.7605824613169285,2.096816607075944
2.5568140527569256,0.9003862765387194,1.7278186839498746,2.099411618209533
2.9051984702782145,0.9689667050753896,1.6971332961218426,2.1284977573361146
3.187965080775985,0.9971215883794065,1.871265058037618,2.0804033383496434
4.724600181980755,1.208421433659158,1.9236765847079005,2.1009404818016075
3.9907070581086947,1.118030628560149,1.8874433367078691,2.093686073896362
3.1419733495591475,0.990257422089148,1.8143370721900598,2.1052883104458986
1.7372489209668562,0.7437265451982162,1.4589185830945846,2.1519391758150324
4.9861624238621145,1.2292098479168276,1.9882137839962761,2.090673845486182
3.254459448758903,1.0288425555040621,1.8185059946806328,2.0891848578287124
4.5729596261920475,1.1454409854078096,2.0665547001487994,2.0592853659889423
3.45957124637908,1.044211089742944,1.804634415043576,2.1208153956338442
4.080981723432926,1.1315160260666288,1.9054142416675266,2.1037750278313134
5.71758955486935,1.3214165225766126,2.004601151187874,2.086824705948011
3.5608936514409546,1.0271180155380626,1.935184856846372,2.0818570559386353
2.5928055702746664,0.9443593964193931,1.6463270376304164,2.131910018289303
3.3427793273713524,1.0281547178119599,1.873493633460442,2.087455840207901
2.4403975233905193,0.8827016972351972,1.6605840757795551,2.119303853903006
3.3398009964751085,1.025622400800106,1.8837403031058493,2.081693749387269
4.434309137038878,1.1288027540665964,2.109001544309805,2.052293426315585
2.455420553510601,0.8725659321014455,1.6907090020267297,2.1129336414463875
5.031117770979927,1.234245553413784,2.0589884009823036,2.0646655005768064
5.938200234856052,1.2941230471842147,2.172350855744484,2.0529555836529316
4.451498315608934,1.188097018322972,1.9287112139859972,2.097335499383662
5.289152122961009,1.244916709151679,2.1075386805814986,2.05303800599751
3.2748846798368616,1.0056822739153408,1.8595964528819449,2.0846807599512664
3.4021082114491734,1.0111842438245675,1.9229912983552755,2.070680925002893
