"N","alpha","beta","gamma"
5.37465016826348,1.2822698110931998,2.0106586543707694,2.082872130467122
2.304904153250427,0.8517989429386604,1.6658731104766356,2.116077797277517
2.8755491711919694,0.9610966098771008,1.7497438630552486,2.115285779082076
2.78721693720458,0.9454410834134637,1.719164603655188,2.124095449300355
2.450782086744243,0.919103349771806,1.60283949861823,2.1434830973097023
1.9723474392784746,0.8145827271274488,1.4654124604214511,2.177564544626472
3.991211142775875,1.1172300383309113,1.9100156345856882,2.090300933501241
2.0017877437154237,0.786484342391221,1.5952849443047679,2.1199042372485235
1.791858769423627,0.7615510097577587,1.4992781705965865,2.149926704992899
1.0704120398358872,0.527709023984497,1.2091034407378694,2.2038670492507646
2.8719414573136985,1.0090083935546204,1.5972018347728254,2.1667983346461313
3.806013781846236,1.1195438932661617,1.8726265350099105,2.0983626124047716
2.7773201939261414,0.9482799957591019,1.768923867470058,2.093474357653916
1.8836522357314904,0.7832827970766586,1.4823136414094236,2.167577228420626
1.9325135314560187,0.8125437963359997,1.4874420432723077,2.1578407714543903
2.1759605619791715,0.8414495748858969,1.6216641541313472,2.117475920751275
1.501518916284484,0.7135297095208282,1.3642052050210312,2.16424010883637
1.7223178311600005,0.7371032172978047,1.4393569155336063,2.1657853560314226
1.0688469343693006,0.6008089937695607,0.9925561032721795,2.3136768874571447
2.05572766665233,0.8280169856387505,1.5540158187660866,2.1349889228410404
7.774794757106739,1.4384574330766773,2.3042361032685577,2.033102346211904
2.000024903906899,0.7907355384288646,1.5658410721773828,2.1538222200917785
1.7935306643404565,0.7409983670667464,1.4845425827747158,2.1629852350618055
1.5888046534995708,0.7263966233340343,1.3417760860861703,2.1954099176285715
3.7258852497308474,1.086267440600468,1.8659167737935758,2.101188129386594
3.5891769016472836,1.0789876293920078,1.8472637072491682,2.1101119926246863
1.6437783942803554,0.7633920740642175,1.3849585773264008,2.17407656406699
4.140566557023583,1.1329472987939548,1.9464523222006576,2.0877120584957343
7.07367390665932,1.4186877637036657,2.162345128391897,2.049522856299572
2.5668266650106086,0.9341424768430688,1.639949543311621,2.145344595972031
2.9281460182977708,0.9623593765941151,1.753327518074153,2.113433358936253
2.445835424511149,0.8902796283444416,1.6952061976709383,2.1163424911406654
4.400773774723773,1.1858868289259727,1.9459148895667429,2.0790325216662824
3.8063596047032435,1.0884540660339432,1.914334068431014,2.097807031641253
3.5853720723561358,1.0443085775178695,1.921750436280319,2.0768689259417883
3.913602165827191,1.0961376254634994,1.9257815737018975,2.0807850214681416
2.1987556763946876,0.8617571443240727,1.5554925400115005,2.1490093089821816
3.939738172966681,1.174000360854218,1.7446208771958893,2.139880118151902
2.0289621499670667,0.8078576000546682,1.5945186151140454,2.1264640244451716
2.702645810712665,0.9457937187315494,1.6644898163815613,2.134290275157483
5.132859460068399,1.2411252168018676,2.069128558243386,2.0670889165078035
3.5319808411975515,1.0834938549315387,1.8031897909293675,2.107007243583879
3.9064777207994235,1.1072621721481055,1.8446922798151777,2.1120923143811723
2.6840757773946713,0.9478624004171219,1.6668869029054905,2.1356937797413154
3.1303065657628495,1.0329944717207007,1.78743142773297,2.1067991630483784
9.071294860168127,1.4983515144074182,2.326469435463225,2.0510612223915836
1.9085048327980023,0.8240575813984934,1.4454858264765515,2.174642032934557
2.2639704548872666,0.8679295951322944,1.609157523161854,2.126568030213126
3.494686514456398,1.0742787175326833,1.8533495727169216,2.0882884533514274
2.648402037714858,0.9632526421918168,1.6251325907672838,2.136442825893035
2.152490388550448,0.8587992688150009,1.513055191368402,2.166356940524701
2.7798770472486107,0.9728270384969901,1.6636446794575797,2.1358878036077775
5.5762359892921705,1.2496250552280272,2.1668907217856526,2.063809558370921
1.2292113846938755,0.5371465674115798,1.4062574275046342,2.1540468798486305
3.2615163967761354,1.017377333694939,1.8325420284589289,2.1002835791480594
3.0215999996024823,1.0024771271178328,1.705737119943079,2.132776609275751
3.3031745408058195,1.0594104388385035,1.7768585737531302,2.1043067754453215
2.3364595791911205,0.897308722719157,1.5894871779991073,2.1488154951171854
2.8306125056329208,0.9617381138257285,1.736124249426457,2.1172730243304865
2.915531591077637,0.9756923600869174,1.7659936911619618,2.10569593204703
1.573089772590761,0.7078989425758822,1.3641915946796088,2.1864094404942973
6.203213675494257,1.3379043822329604,2.140789104786175,2.0689603670015715
4.776042853023526,1.2015816551760536,2.0374836170266746,2.0761765689672034
1.5930859871893301,0.7128908341401295,1.4036077098482695,2.173402398699717
3.0689468737349674,0.9889483542900837,1.8083040605744503,2.0943097116818445
2.0110198047355348,0.8337837522663376,1.468382253554577,2.1822376936848995
3.8829467854196125,1.1004320758095816,1.9419399675595403,2.0800161282211826
2.82310658089495,0.9742851967053217,1.65939686957036,2.1464769788190843
3.8588270982207646,1.1074501446498666,1.9111722878936426,2.0813949342949156
3.506936428095068,1.0726374577705562,1.7901174915556128,2.1172030048281516
2.1963084868637615,0.86935225208113,1.476451291554913,2.1835234104282963
3.4736315300396137,1.0742429719659126,1.8351529973712049,2.10004984692201
1.8197676662797997,0.7880306880101925,1.4182614035298882,2.1930632421180136
3.8120906701298587,1.1243638779544085,1.8217616168613002,2.107295118127721
3.337216315055598,1.0600606513699402,1.7638188329238076,2.1182517766553524
5.826988760199749,1.3329893829165067,2.009005635992128,2.097167802687029
2.5978571741329364,0.9489429313100533,1.5362532088218088,2.1811293734825457
3.869274494643775,1.0903113399002962,1.9525851855348282,2.0677729322241243
4.166373887720895,1.128499686737626,1.942582605371651,2.0888614819016715
3.785440901894945,1.1161197817647053,1.8125823920052326,2.1218676325523673
1.7018808991811887,0.7436670375885103,1.443327718128952,2.1586026446198576
3.05519580882594,1.0045360554450036,1.7311282597743882,2.122531604778368
3.3390460365560464,1.085943793925607,1.7276007335662502,2.126710646054443
4.9413495946937624,1.212513775575886,2.0777133826613374,2.0702932862447296
3.363700408275942,1.0064960517245547,1.8955495320569955,2.08063339839234
6.908185590865907,1.4083120789542543,2.1433057827762796,2.072340270097895
1.8477786691236318,0.7672928122506855,1.5095716315100782,2.1333202387714696
2.992464892928754,0.9857936758535557,1.7495262190160041,2.1105716776850434
12.193908085452469,1.6342029716040078,2.596780239787062,1.996282155558695
2.1698961781750143,0.8364477095277693,1.622290094906823,2.127331383636227
3.4046185132723688,1.0560686845649667,1.8567549192156771,2.087383120888538
1.4101442226196563,0.650015281730012,1.4004211984404256,2.172221969838198
4.041480613798096,1.1507489703473888,1.872311820767916,2.1033615301937236
3.831094191779196,1.0767002410370219,1.884882769528682,2.1016610569154413
4.092573849708317,1.12043993838243,1.9391855134962344,2.094329110148839
1.6138360492912518,0.7168508177249845,1.418519739649158,2.1647417776358746
1.1967502329803201,0.5771313678361085,1.2438057332523478,2.2107582086904958
5.292363865647916,1.2361526166636623,2.1128990005812764,2.054700765616039
1.4647400332274036,0.6690720308461415,1.3708569120877647,2.1754807631722186
4.474705072966044,1.1407699042992197,2.1096125187731656,2.041984985081729
1.7389142358004501,0.7424752000359429,1.4728790108467207,2.1528169935110255
6.99856665188329,1.400311546279986,2.167482209574314,2.063448289761621
4.325273410724477,1.139528385580443,2.044923430302802,2.0583327263123987
1.978812862560237,0.792839471659267,1.579594265592482,2.1379764817185807
3.8195012873350755,1.094629081200711,1.897293429273861,2.0882756017516684
1.3646299152676908,0.6280108127896817,1.3181755956593393,2.1728678604574454
1.8661100675540943,0.8010743590553648,1.41778542919744,2.1859084335968713
2.2007348386060306,0.8839803588857893,1.5648257410225321,2.144663142189235
3.0837206170970526,1.0160398806086215,1.7695558635074238,2.1009439632091333
2.39073083213333,0.883380805995922,1.6636098080927637,2.1287577194372393
2.573653926231674,0.907441015802229,1.6782941291480513,2.11742621550206
2.0286754286692767,0.8016848756063795,1.6066288693634871,2.125715952644693
3.140515818871316,1.0427851367829208,1.7653982785238316,2.099670930715494
2.2208565455795104,0.8355093849905499,1.6313966207551904,2.117217165988063
3.9496519657148492,1.1197818858903095,1.8931216760964003,2.099368524742223
5.2115516436099805,1.2487719336112555,2.0531032738904567,2.0686721581082534
4.041561525508326,1.0786917929362305,2.076685597512383,2.0483051940146875
2.6804289229604166,0.9218088441684401,1.7715913340282565,2.091671148403686
2.7832035317698818,0.9520395028858618,1.6861084187846556,2.135255473883682
2.7279563072051998,0.993269563790235,1.5793852599751288,2.1512078265804435
1.9769438926684662,0.7890740070837547,1.5224007081846873,2.167101001746332
2.9408672124938615,0.9738257839973843,1.7492746537483772,2.1162230126976893
1.8190350540593236,0.7632574889848476,1.455863259205658,2.1640108397906563
1.888174399007578,0.7843757540309022,1.4935386147498533,2.1626835276793934
1.726004361787306,0.7269623202832262,1.503920280134144,2.1364615522909283
2.4339799234310404,0.9181633037142874,1.6334040635224771,2.121749652291519
4.17002019507088,1.1347495234069769,1.9347131718740427,2.0883138830975247
3.523546338735407,1.0780115590036088,1.8380983085644345,2.0936791616495323
4.4466513060591915,1.1720044142220574,2.00770194700745,2.072384373573006
4.179046566632814,1.1800311375361603,1.9065629029608515,2.081135659673819
2.7443451668250627,0.9386594090295587,1.7408360191412366,2.116531834418056
3.397592467933501,1.0385389712870232,1.7873214507331934,2.1187347732630037
2.8371692599860396,0.9595969119459836,1.7722634670908988,2.0952109675831783
4.801758171764221,1.170549625655891,2.0905533224586947,2.063981882455225
1.7837148147264024,0.7561895626482019,1.4489293169825392,2.1745173182244235
7.552831823815362,1.4576176835044274,2.1223982070166354,2.0864134529838325
2.7397937666903958,0.9686983484857479,1.6702965845305524,2.1199381013769476
1.8518065512526625,0.7631061620659354,1.5064111557839979,2.155854442172911
3.867571812440295,1.0980203571901623,1.8782348996412974,2.1017903161668476
4.257943393418063,1.108400700629353,1.990595707274112,2.0749208565272803
5.32344971084513,1.2181452596658147,2.1493383241586583,2.0589651324277747
1.5195754370221655,0.6523367059640718,1.4682960427174687,2.1439203162820473
2.5924927791187353,0.9373650347184044,1.6208687254879042,2.143500915861673
2.1272830814495816,0.8575577492090393,1.492856397457767,2.161948016043575
1.0335951577644136,0.510481754414326,1.1990643722901233,2.2201657164778448
5.709989564875465,1.2985407059405574,2.0970117760344933,2.061548396126689
3.7075225031402557,1.086570297166647,1.8610037823363512,2.0952842230424684
3.0373570527022715,0.9920839858083823,1.7801658595743008,2.1163904282504897
2.0465292014402654,0.8203363643361512,1.5350392479263695,2.1452998057160335
2.5988992723164213,0.9370442210841767,1.6608929869928086,2.1216539473491127
2.9344641078463876,0.9564655811433118,1.8264886685500357,2.0884826742741565
1.8748155568598284,0.7550489842571296,1.604153389796247,2.116798682799883
4.763905241517111,1.1954282864104977,2.0037877198436154,2.0742670367683314
2.0587351722302385,0.8121072882658958,1.540414479575576,2.1582993690267838
4.464587255427786,1.1387660734656042,2.072037712641012,2.0583189571788045
4.43718050572078,1.2021613275826366,1.869237200399639,2.110455007788236
3.5475068488716577,1.1180925725096096,1.6918674460436431,2.1560583618054023
3.3442979205255914,1.028851053182723,1.8514752245613098,2.089878368210423
0.7262781648370048,0.3255475037918482,1.064027567368097,2.225991375179063
1.9488393597156697,0.8006376718914066,1.5001633169718176,2.151959438890691
1.1379144778686134,0.5357850179021248,1.2787273955197522,2.18177364803373
2.573699889181566,0.9067854648412377,1.7722449069226474,2.0860691275667955
1.9715767632750039,0.8425183036902274,1.4146590081750714,2.186019221125168
7.770185363907463,1.4454211967891697,2.238900601716977,2.0609052127948964
2.0552212477201506,0.8114632007134673,1.581599298653271,2.137881947199761
1.8968912422672248,0.7923306646721056,1.532270202412938,2.1384567437106896
2.180815504122866,0.8382138348004782,1.6257566236201926,2.1203413068504102
3.16147817556475,1.0268515368690323,1.7741561837508135,2.1108601273520455
2.569956558095093,0.9451843162168805,1.6374468082500875,2.125506610077543
2.2353658900532563,0.8640424752502237,1.524331275728667,2.168327858421559
2.001108844400171,0.8262451626720938,1.481688191229212,2.165440992043102
1.521695229359842,0.6778513889016852,1.3815992946738966,2.184940874926544
5.771378537738919,1.270423887001633,2.192084627791013,2.0420814630356836
5.370131778061869,1.2679015705837229,2.029131492155885,2.0787911464142703
3.225243030379369,1.0089603803759983,1.8271062530529298,2.0952328805897977
2.4729025450490303,0.9195375602874036,1.6281844788262179,2.1288909083233283
2.0668831341770075,0.8099014975638702,1.586514846882418,2.1351723894509673
2.378428537420563,0.8964537818683778,1.6011668636991245,2.1479118958526433
3.2351635172621265,1.0284762108491334,1.8152005275270862,2.0864134925970745
1.0664786243413622,0.4925458721512978,1.2856288818097714,2.177944153175183
15.682075714536332,1.7782721943870174,2.611409326716355,2.0159216312898707
1.3718809222560573,0.6424987816090495,1.3260399631064834,2.188984276834405
3.6136706030028827,1.0856547452912175,1.8605599643971196,2.101021026757554
3.022633835215581,0.9841506965202829,1.7955700335863152,2.095405967831956
1.807809722619028,0.7542015610893362,1.5067678379741014,2.1506064499395365
1.3925561640204496,0.6712526051030135,1.2368449341178354,2.2274878734189594
3.161282958267354,0.9893000252599478,1.8400360027871185,2.0995419178449786
2.197927808306565,0.8752905894732288,1.5196362897833906,2.15243151922778
2.095617355901496,0.8125919415879057,1.605702407686096,2.1356892264866776
2.968963977172713,0.955138065866292,1.891625275699247,2.074723839232758
1.062577598139663,0.4761804824059492,1.3112272677133026,2.1703842175385737
2.9128749918926276,1.0259014438798297,1.58020987099561,2.1696191613494027
3.6821527481291803,1.0806613439453683,1.837104033293108,2.1202607711911496
2.59362002643534,0.8869251266373734,1.8095184226329153,2.0838171063496165
2.3040996696107827,0.8690249687725591,1.5692788364358337,2.1720308060483284
2.441611311177829,0.9378173782836293,1.602016608883214,2.139184113654579
4.6241544833605985,1.2198229597942816,1.9317475771488353,2.0970364328361097
3.02704153296556,1.0017883328024602,1.7327871102848997,2.12420777042635
0.9536561572362666,0.4682840165352525,1.143150017816382,2.2382453882357747
3.7900263934861305,1.1100120319957856,1.8265639851808917,2.116929415779392
2.525810260865036,0.9148197690377683,1.6078966533797834,2.1514953562100283
1.7769543142692446,0.7693678993047428,1.4700945799258451,2.1607415677658537
2.0615494438556174,0.830892319327802,1.4844573972261752,2.1747882007111223
3.6854430488020893,1.0868669577640122,1.7834501521616857,2.1358587942615133
1.384919522513786,0.6459353351459879,1.298671493215594,2.197453740905251
1.7472632267076094,0.7668625424559216,1.4052303848839762,2.185747530607962
2.846251491601357,0.9849310578122679,1.6365819603748295,2.156619291811931
1.4816486226024306,0.6848843633152751,1.360633019132994,2.173441168620359
3.3862729155655513,1.0512337177693065,1.776850069513786,2.1148308825973037
3.290096174077252,1.0730417631507105,1.7570956222743712,2.121463512822071
3.6256792240638895,1.088019561015225,1.8058523481394932,2.1210147073895667
2.944196912710356,0.975283316052163,1.7330089081415259,2.1204686410652163
2.686423117742548,0.9375591920929779,1.712576091404825,2.118527834410286
2.3656663575371777,0.8887651827336698,1.5840942366761137,2.1498530784314664
2.132282357165002,0.8257609303139969,1.6253044252498217,2.1256371804430554
2.877443592049528,0.9784419632886536,1.7052481169442253,2.1269038641914637
2.442907108962855,0.9197275882689439,1.5517024460103035,2.166446174195259
6.174976082886794,1.358276017711026,2.0562169209886587,2.0758912259882942
2.7739664057745976,0.9754939734397321,1.7292224018428082,2.098653123242677
3.2578159752938087,1.0411907003021639,1.7525130292849984,2.1129705834426193
1.7411551730981223,0.7362415189325074,1.4666780954882421,2.1657333228902274
2.027970344705854,0.7853451572131563,1.6140172038680956,2.1226118539581758
1.698112524593156,0.746450173463529,1.3818513750615233,2.193139910949998
1.6612399409360685,0.6902112250733761,1.513246916208974,2.1471253269477923
4.78555274812967,1.1939883123377424,1.983344529341056,2.0950952450118097
2.207053058414311,0.8346143243340437,1.6609726687947328,2.112175623265112
3.742100119000139,1.09625982875083,1.8644993104521552,2.0900072612879437
2.5892331406282314,0.9287706963563822,1.6503435871134062,2.1305858837729983
3.9657266384665006,1.091496639553305,1.9293674984765303,2.083866526820353
1.7210319312982616,0.7339580291937262,1.4537883358140218,2.1814063321374175
3.595434198942974,1.071223592420525,1.857965163359175,2.113027633104048
1.894246315385212,0.8091614051990773,1.4252072742388495,2.1811729445323293
4.943632274174291,1.2235400549317668,1.9264223629352257,2.1195592313478273
1.3688271463264594,0.6397994699529514,1.3141428638411852,2.1842261292486684
3.9291275877132343,1.093542182516741,1.949742582585917,2.0895723376713935
2.2341089106286556,0.8673894475487813,1.569612866011978,2.1367928258773325
5.055634325549617,1.2365455880084883,1.9400574803406176,2.107637281031349
2.9777449735625687,0.9965088139812153,1.743290407588649,2.1138880268292337
3.0951083643078436,1.0277849689668013,1.693555737261857,2.1339047158457385
2.5507815702584975,0.9580598663552061,1.5984773384222064,2.148759081191967
3.336590276886221,1.032329173131793,1.7833644005639857,2.1298169315591857
1.6785736775962827,0.7173954294528494,1.4712808072163297,2.151005107321182
2.7468275355091882,0.9289458078142552,1.76919029807339,2.103796047797319
1.6902241436700147,0.7293142402461595,1.3983801389799162,2.1867728805081232
5.134521212988379,1.2347617436487626,1.9953047429641364,2.096651367768792
2.516243339403282,0.9100101633123101,1.6919778689385274,2.108441486212503
2.508413201527517,0.8871115272011542,1.6484975194694513,2.1494151557375907
2.5863155607442248,0.9246718986365988,1.6566446026607748,2.1326062038058105
3.7995141739799805,1.1123675494268634,1.8944502169312065,2.0873314887678998
1.358274087783174,0.6199148917419037,1.3460116095974102,2.1932514467308133
2.1947324650085775,0.817433804315636,1.6985798268821646,2.108449284523449
4.682012118268889,1.18006269862033,2.0444679639124326,2.063764299880574
5.876991746593057,1.301200074536312,2.0535190565079136,2.0982617813327673
2.96330098645965,0.9883218692989297,1.7265543449162333,2.1255672739532696
2.7245113247382116,0.919977171162283,1.7905565534942354,2.0947651913662804
2.913646662260909,1.0016955224797432,1.658626080861942,2.146634343567391
2.781237234505285,0.9735460192592739,1.690474914837915,2.126209378331307
2.1508054038540116,0.824540236065855,1.6270626174560294,2.1313147228566343
2.525290739220716,0.9234181438958537,1.642966525321752,2.128633272826808
2.705446924789561,0.946924437694122,1.697630612959194,2.126303298125373
6.588081938117283,1.396280201168534,2.082210540740854,2.079563333572969
2.415296304849696,0.8827046638649069,1.6773093897078757,2.120583696487484
3.1081907826992663,1.0234532241765075,1.776257474095832,2.1003019926615147
2.7315821474587296,0.9706765204673045,1.744462509343127,2.0962242658415433
2.5082564555745344,0.8705182624738913,1.6905709910479927,2.1401337228144865
4.166166181929011,1.1461699171570212,1.9598631321397457,2.0801156371753944
3.3877534313199695,1.0326743766568738,1.874633616195783,2.081226987475787
1.9830906195601339,0.8190630454528066,1.4530659768268492,2.1714828770770596
2.0566962732502234,0.8154093554867424,1.5548179015360413,2.146297616491658
4.677922390029091,1.2108913234481407,1.8579298393732897,2.141394615375447
1.309005953603338,0.6032040577021434,1.340001034154112,2.1785803334871052
2.870844122278874,0.9311380909288982,1.7998304465720907,2.1011220769002525
7.955091364824493,1.4185799467028766,2.400629293071147,2.016196342811847
2.3802942670849463,0.9042064638780002,1.523822462237485,2.177779911716601
1.3361571998762543,0.6180324588550518,1.353709782411542,2.1796569446831495
2.5806400092754624,0.9254797382665607,1.7288992081782617,2.098926419587484
3.8009571541701024,1.0873384111436415,1.9324617582518102,2.0878480182418593
1.914235327505879,0.794507318799241,1.465765019661609,2.1723303488779786
3.736359597625353,1.0876075147553792,1.801893333529724,2.1222926676986114
3.023426021644194,0.9989867617313138,1.7214025746797423,2.1303405333246164
2.755525392242315,0.9647767740750067,1.6791514713595586,2.131004502224875
3.9285411541323945,1.1259008950010463,1.8527073650403139,2.1070573430765593
3.4918859753401863,1.0575105955775357,1.8516424261011846,2.0895898722202606
4.313226411921283,1.203391018869589,1.8515243695389414,2.102235850514471
2.290040029372721,0.9221229510316513,1.4659374342302967,2.186700322169908
4.621615609228809,1.2131235062321881,1.96227306304838,2.0831966128995343
2.1786667794957078,0.8267860138584839,1.6327448361883157,2.121012393587596
3.8331000008561547,1.1363783923667325,1.8401055128155834,2.0976499378976743
3.7364142371613482,1.0955749774015742,1.8090641030628363,2.1328845917935255
7.2510266661918905,1.4146576226250929,2.2604462106554792,2.033132275088713
2.157002217540915,0.8448704616648551,1.603523061515952,2.1345723581535236
3.2024132049590297,1.0204250022715913,1.7897404216488761,2.1104889484723603
2.7145039205800483,0.9561158202603245,1.6228673387431085,2.155344075199841
3.9260172322139164,1.1332973465657434,1.8624321369705377,2.0946335299350824
3.0125715299426163,0.9958648303333231,1.785961744338278,2.0960473532176995
3.653187046274258,1.0803364956770865,1.838964289362675,2.114344027637104
1.8761100743282564,0.7607774642179254,1.5841162791420726,2.1143216574311174
3.4517948943039998,1.0324731563131802,1.868357230544378,2.089824676440285
1.8469653529242716,0.7335785417788477,1.5881381064381621,2.120435580875654
3.5257651848580136,1.0543166255391736,1.826438943668043,2.110958649314833
4.240273264806857,1.1297641719329776,1.966404412456006,2.0846773774402854
2.0375495297890085,0.8135134693851002,1.5869508609682128,2.1230203011191833
3.513349589619888,1.0905197067693562,1.778941424481872,2.1153891613171467
2.7884534161610275,0.9697595848077798,1.6459222385124586,2.1474017713763525
